display,RID code,LP code
Head vessels,LP207133-2,RID49926
Pelvis vessels,LP207134-0,RID49933
Shoulder vessels,LP207135-7,RID49934
Upper extremity vessels,LP207136-5,RID49863
Lower extremity vessels,LP207137-3,RID49928
Knee vessels,LP207138-1,RID49927
Wrist vessels,LP207139-9,RID49945
Thigh vessels,LP207140-7,RID49940
Lower leg vessels,LP207141-5,RID49929
Hepatic vein,LP207144-9,RID1179
Neck veins,LP207147-2,RID49930
Ankle vessels,LP207272-8,RID49922
Foot vessels,LP207273-6,RID49924
Forearm vessels,LP207276-9,RID49925
Carotid vessels,LP207279-3,RID49959
Thumb,LP207280-1,RID2392
Tibia,LP207281-9,RID2885
Fibula,LP207282-7,RID2871
Extremity vessels,LP207288-4,RID49923
Orbit vessels,LP207293-4,RID49932
Upper extremity veins,LP207302-3,RID49944
Fetus,LP207308-0,RID5640
Spine.thoracic vessels,LP207321-3,RID49938
Spine.cervical vessels,LP207322-1,RID49936
Spine.lumbar vessels,LP207323-9,RID49937
Spine vessels,LP207324-7,RID49935
Parotid gland,LP207335-3,RID28744
Nerves.cranial,LP207336-1,RID13190
Brain stem,LP207337-9,RID6677
Tributaries,LP207342-9,RID49943
Motor function,LP207344-5,RID50387
Endovaginal,LP207346-0,RID50105
Endorectal,LP207347-8,RID50104
Spinal veins,LP207353-6,RID1155
Tibioperoneal vessels,LP207355-1,RID49942
Temporomandibular joint,LP207356-9,RID9779
Cine,LP207362-7,RID10928
Dynamic,LP207363-5,RID10385
Thoracic inlet vessels,LP207366-8,RID49941
Stress,LP207491-4,RID10475
Chest vessels,LP207508-5,RID49962
Brain.temporal,LP207510-1,RID6392
Adrenal vessels,LP207518-4,RID49958
Acromioclavicular joint,LP207519-2,RID1895
Abdominal veins,LP207522-6,RID49957
Lower extremity veins,LP207523-4,RID49969
Celiac vessels,LP207525-9,RID49960
Veins,LP207526-7,RID28587
Extremity veins,LP207527-5,RID49964
Femoral vessels,LP207528-3,RID49965
Implant,LP207529-1,RID28790
Oropharynx,LP207534-1,RID10003
Pharynx,LP207535-8,RID13211
Nasopharynx,LP207536-6,RID9990
Head veins,LP207542-4,RID49968
Pelvis veins,LP207543-2,RID49971
Chest veins,LP207544-0,RID49961
Head arteries,LP207545-7,RID49967
US,LP207608-3,RID10326
Doppler,LP207609-1,RID10375
Lumbosacral plexus,LP207614-1,RID7456
Saline,LP207658-8,RID49954
IU,LP207659-6,RID11158
Cholecystokinin,LP207662-0,RID39035
Intra duct,LP207665-3,RID11126
At rest,LP207666-1,RID12535
Exercise,LP207667-9,RID10477
Femoral artery,LP207756-0,RID38761
Popliteal artery,LP207757-8,RID962
Extremity arteries,LP207759-4,RID49963
Ovarian vessels,LP207765-1,RID49970
Eye,LP207778-4,RID34550
Hand vessels,LP207779-2,RID49966
Axilla,LP207783-4,RID2470
Iliac vessels,LP207956-6,RID49541
Vein,LP207957-4,RID1008
Extremity vein,LP207958-2,RID49981
Upper extremity vein,LP207959-0,RID49983
Lower extremity vein,LP207960-8,RID49982
Repair,LP207963-2,RID10407
Brachiocephalic artery,LP207965-7,RID582
Graft,LP207966-5,RID3751
Pregnancy,LP207970-7,RID4941
Fetal abnormality,LP207978-0,RID39546
In vitro fertilization,LP207984-8,RID49594
Femoral vein,LP207992-1,RID1199
Popliteal vein,LP207993-9,RID1201
Upper extremity artery,LP208012-7,RID49976
Lower extremity artery,LP208013-5,RID49975
Extremity artery,LP208014-3,RID49974
Biopsy.vacuum,LP208019-2,RID38602
Torsion,LP208022-6,RID4813
Volume measurement,LP208025-9,RID49570
Transplanted kidney,LP208026-7,RID39544
Fallopian tubes,LP208029-1,RID43579
First trimester,LP208035-8,RID39336
Second or third trimester,LP208036-6,RID39335
Multiple gestation pregnancy,LP208037-4,RID4941
Soft tissue,LP208038-2,RID35730
Musculoskeletal tissue,LP208046-5,RID13209
Popliteal space,LP208048-1,RID2868
Penis vessels,LP208051-5,RID49825
Penis,LP208052-3,RID362
Tendon,LP208055-6,RID6067
Breast duct,LP208056-4,RID49972
Carpal tunnel,LP208065-5,RID2314
Vascular access,LP208078-8,RID49956
Foreign body,LP208079-6,RID5425
Amniotic fluid,LP208080-4,RID49955
Needle,LP208081-2,RID5605
Catheter,LP208082-0,RID5576
Upper extremity vessel,LP208091-1,RID49979
Lower extremity vessel,LP208092-9,RID49978
Iliac artery,LP208093-7,RID39553
Peripherally-inserted central venous catheter,LP208097-8,RID5581
Iliac artery.internal,LP208099-4,RID945
Right upper quadrant,LP208105-9,RID29994
Diaphragm,LP208107-5,RID1524
Motion,LP208109-1,RID28696
Abdominal wall,LP208113-3,RID30014
AV fistula,LP208115-8,RID4851
Breast vessels,LP208117-4,RID50046
Chest wall,LP208118-2,RID2468
Groin,LP208120-8,RID476
Mesenteric arteries,LP208122-4,RID50047
Cerebral arteries,LP208123-2,RID49534
Carotid arteries,LP208124-0,RID38751
Peritoneal space,LP208137-2,RID397
Subclavian vessels,LP208138-0,RID50044
Pylorus,LP208139-8,RID122
Ambulatory phlebectomy,LP208147-1,RID49771
Tissue sampling,LP208149-7,RID49838
Chorionic villus,LP208150-5,RID49984
Pseudoaneurysm,LP208364-2,RID3331
Laser ablation,LP208365-9,RID49593
Foreign body,LP208367-5,RID5425
Testicular vessels,LP208371-7,RID50045
Endomyocardium,LP208373-3,RID50048
Pericardial space,LP208376-6,RID1408
Spinal cord,LP208377-4,RID7361
Placenta,LP208379-0,RID34557
Transplanted liver,LP208385-7,RID50032
Transplanted pancreas,LP208388-1,RID50033
Transplanted liver,LP208389-9,RID50032
Transplanted kidney vessels,LP208390-7,RID50034
Artery,LP208397-2,RID478
Umbilical artery,LP208556-3,RID35962
Umbilical cord,LP208557-1,RID34558
Gastrointestinal tract,LP208558-9,RID94
Genitourinary tract,LP208560-5,RID43244
Umbilical vessels,LP208561-3,RID50043
Cerebral artery middle,LP208562-1,RID665
DXA,LP208571-2,RID10363
Visceral artery,LP208642-1,RID50038
Surgical specimen,LP208644-7,RID38777
Iliac graft,LP208645-4,RID50039
MG,LP208647-0,RID10357
Pediatrics,LP208652-0,RID34492
Blood flow,LP208662-9,RID45644
Peripheral venous access,LP208664-5,RID50031
Radionuclide,LP208665-2,RID11692
Tc-99m Sestamibi,LP208666-0,RID11749
Ga-67,LP208667-8,RID11703
Dipyridamole,LP208668-6,RID45805
Adenosine,LP208669-4,RID10490
DOBUTamine,LP208670-2,RID45806
I-123,LP208671-0,RID43384
I-131,LP208672-8,RID43386
Tl-201,LP208673-6,RID11753
Tc-99m pertechnetate,LP208674-4,RID11728
Tc-99m DISIDA,LP208675-1,RID11732
I-131 MIBG,LP208676-9,RID11720
I-131 NP59,LP208677-7,RID50388
In-111 tiuxetan,LP208678-5,RID50040
In-111 pentetreotide,LP208679-3,RID11710
In-111 satumomab,LP208680-1,RID11711
Tc-99m glucoheptonate,LP208682-7,RID11734
Tc-99m DTPA,LP208683-5,RID43697
Tc-99m SC,LP208684-3,RID11751
Tc-99m tagged RBC,LP208685-0,RID11747
Tc-99m MAA,LP208686-8,RID11737
Tc-99m HDP,LP208687-6,RID11743
Tc-99m HMPAO,LP208688-4,RID11733
Tc-99m DMSA,LP208689-2,RID43378
Tc-99m medronate,LP208690-0,RID43394
Tc-99m bicisate,LP208691-8,RID11731
Tc-99m tetrofosmin,LP208692-6,RID11752
Tc-99m PYP,LP208693-4,RID11745
PT+CT,LP208694-2,RID10341
Breast specimen,LP208696-7,RID50050
NM,LP208891-4,RID10330
SPECT,LP208892-2,RID10334
PT,LP208893-0,RID10337
Depreotide,LP208895-5,RID50052
Diuretic,LP208896-3,RID43377
Sincalide,LP208897-1,RID50042
Sm-153,LP208898-9,RID11725
Tc-99m,LP208899-7,RID50051
Tc-99m Arcitumomab,LP208900-3,RID11730
Multiple areas,LP208935-9,RID49793
Meckel's diverticulum,LP208999-5,RID4818
Gastrointestinal bleeding,LP209002-7,RID43369
Skull base to mid-thigh,LP209023-3,RID39570
Sarcoidosis,LP209028-2,RID34662
Amyloidosis,LP209029-0,RID49619
Simulation,LP209030-8,RID49599
Bone,LP209032-4,RID13197
Infection or inflammation,LP209036-5,RID3381
CSF leak post lumbar puncture,LP209051-4,RID4881
CSF leak with rhinorrhea or otorrhea,LP209052-2,RID4881
Function,LP209054-8,RID28812
Single state of exercise,LP209058-9,RID50035
Multiple states of exercise,LP209059-7,RID50036
Dosimetry,LP209061-3,RID49590
Thyroid tumor metastasis,LP209064-7,RID45691
Thyroid tumor metastasis post therapy,LP209067-0,RID49564
Multiple days,LP209070-4,RID49574
Lymphedema,LP209077-9,RID49595
Y-90 ibritumomab tiuxetan,LP212085-7,RID11754
18F-NaF,LP212086-5,RID45804
Metabolic,LP212101-2,RID49652
Cholecystokinetic,LP212121-0,RID50037
XR,LP212285-3,RID10345
Device removal,LP212509-6,RID10415
Substance removal,LP212510-4,RID49634
Bones,LP212843-9,RID28569
XXX,LP213584-8,RID6062
Stomach,LP213585-5,RID114
I-123 MIBG,LP213589-7,RID50391
ACE inhibitor,LP213629-1,RID43373
Furosemide,LP213630-9,RID50041
Bones.long,LP213632-5,RID34436
Kidney cortex,LP213638-2,RID49727
Lymphatic vessels,LP213639-0,RID49640
Lacrimal duct,LP213647-3,RID28575
AV shunt,LP213650-7,RID4851
Skeletal system.axial,LP213653-1,RID49467
Skeletal system.peripheral,LP213654-9,RID50049
Blood pool,LP213663-0,RID45693
First pass,LP213664-8,RID45658
Gated,LP213665-5,RID10961
Wall motion,LP213666-3,RID45640
Ejection fraction,LP213667-1,RID45645
Heart.ventricle,LP217238-7,RID1392
Brain veins,LP217240-3,RID49968
Views GE 4,LP217246-0,RID43407
Tissue viability,LP217248-6,RID28821
Scrotum,LP220352-1,RID365
Testicle,LP220353-9,RID366
Vessel,LP220354-7,RID4
Atherectomy,LP220387-7,RID10401
Transjugular,LP220388-5,RID49736
Bronchoscopy,LP220389-3,RID50156
Kyphoplasty,LP220390-1,RID1840
RF,LP220472-7,RID10361
Tomography,LP220473-5,RID28840
Video,LP220474-3,RID45718
Views 1 or 2,LP220529-4,RID43400
Views 2,LP220530-2,RID43403
Views 2 or 3,LP220531-0,RID43401
Views 3,LP220532-8,RID43406
Views 3 or 4,LP220533-6,RID46007
Views 4,LP220534-4,RID43408
Views 5,LP220535-1,RID43559
Views 6,LP220536-9,RID50157
Views 7,LP220537-7,RID50158
Views 8,LP220538-5,RID50159
Views GE 2,LP220539-3,RID43402
Views GE 3,LP220540-1,RID43405
Views GE 5,LP220541-9,RID50160
Views GE 6,LP220542-7,RID50161
Views LE 3,LP220543-5,RID43557
10 degree caudal angle,LP220544-3,RID50087
10 degree cephalic angle,LP220545-0,RID50090
20 degree cephalic angle,LP220546-8,RID50091
PA 30 degree flexion,LP220547-6,RID50092
30 degree caudal angle,LP220548-4,RID50088
45 degree cephalic angle,LP220549-2,RID50093
90 degree abduction,LP220550-0,RID50094
anterior,LP220551-8,RID5818
AP,LP220552-6,RID43583
AP lateral-decubitus,LP220553-4,RID10439
AP L-lateral-decubitus,LP220554-2,RID10425
AP R-lateral-decubitus,LP220555-9,RID10424
axillary,LP220557-5,RID45790
Ball Catcher,LP220558-3,RID43665
Bora,LP220559-1,RID50095
Brewerton,LP220560-9,RID50096
Caldwell,LP220561-7,RID43671
Danelius Miller,LP220562-5,RID43616
Ferguson,LP220563-3,RID43618
Friedman,LP220564-1,RID43621
Garth,LP220565-8,RID50097
Grashey,LP220566-6,RID43625
Harris,LP220567-4,RID50098
Holmblad,LP220568-2,RID43630
inlet,LP220569-0,RID45788
Judet,LP220570-8,RID43637
L-anterior oblique,LP220571-6,RID50106
lateral,LP220572-4,RID43591
lateral crosstable,LP220573-2,RID45782
lateral frog,LP220574-0,RID50107
lateral spot,LP220576-5,RID50109
Laurin,LP220577-3,RID50111
L-lateral,LP220578-1,RID45780
L-oblique,LP220579-9,RID43593
apical lordotic,LP220580-7,RID43584
L-posterior oblique,LP220581-5,RID50113
Merchants,LP220582-3,RID43654
MLO,LP220583-1,RID50114
Mortise,LP220584-9,RID50115
oblique,LP220585-6,RID45661
odontoid,LP220586-4,RID50116
outlet,LP220587-2,RID45789
PA,LP220588-0,RID43594
PA prone,LP220589-8,RID50118
panoramic,LP220590-6,RID49830
radial head capitellar,LP220591-4,RID50119
R-anterior oblique,LP220592-2,RID50120
R-lateral,LP220593-0,RID45781
R-oblique,LP220594-8,RID43596
Rosenberg,LP220595-5,RID50099
R-posterior oblique,LP220596-3,RID50121
scaphoid,LP220597-1,RID50122
Serendipity,LP220598-9,RID50123
spot,LP220599-7,RID43597
stereoscopic,LP220600-3,RID50131
Stryker Notch,LP220601-1,RID43682
Sunrise,LP220602-9,RID45786
swimmers,LP220603-7,RID45663
tangential,LP220604-5,RID50124
Towne,LP220605-2,RID43686
transit,LP220606-0,RID50130
transthoracic,LP220607-8,RID45785
true AP,LP220608-6,RID50125
true lateral,LP220609-4,RID50126
tunnel,LP220610-2,RID45787
upright,LP220611-0,RID10455
Velpeau axillary,LP220612-8,RID50127
Von Rosen,LP220613-6,RID50100
Waters,LP220614-4,RID43689
Waters upright,LP220616-9,RID50102
West Point,LP220617-7,RID43690
XCCL,LP220618-5,RID50128
Y,LP220619-3,RID50129
Zanca,LP220620-1,RID50103
Expiration,LP221184-7,RID10467
Inspiration,LP221185-4,RID10468
Standing,LP221186-2,RID50083
Standing in brace,LP221187-0,RID50132
45 degree flexion,LP221188-8,RID50070
Bending,LP221189-6,RID50073
R-bending,LP221190-4,RID50082
L-bending,LP221191-2,RID50081
Clenched fist,LP221192-0,RID50074
Forced dorsiflexion,LP221193-8,RID50078
Voiding,LP221194-6,RID48090
Weight,LP221195-3,RID50085
Internal rotation,LP221196-1,RID50079
External rotation,LP221197-9,RID50077
Portable,LP221204-3,RID10383
Ribs,LP221278-7,RID28591
infarct,LP221399-1,RID5172
Views,LP221404-9,RID49567
Patella,LP221451-0,RID2746
Radius,LP221452-8,RID2109
Ulna,LP221453-6,RID2119
Humerus,LP221454-4,RID1971
Wrist,LP221474-2,RID2177
Foot,LP221475-9,RID28829
Toe,LP221476-7,RID2992
Toes,LP221477-5,RID28757
Toe.second,LP221478-3,RID2996
Toe.third,LP221479-1,RID2997
Toe.fourth,LP221480-9,RID2998
Toe.fifth,LP221481-7,RID2999
Calcaneus,LP221482-5,RID2959
Foot.sesamoid bones,LP221487-4,RID35798
Hand,LP221491-6,RID2318
Skull,LP221496-5,RID9196
Mandible,LP221498-1,RID9082
Ribs.lower.posterior,LP221500-4,RID50164
Ribs.upper.posterior,LP221501-2,RID50165
Ribs.posterior,LP221502-0,RID28581
Ribs.upper.anterior,LP221504-6,RID28597
Ribs.upper,LP221505-3,RID50166
Ribs.anterior,LP221506-1,RID50168
Ribs.lower,LP221508-7,RID50167
Vertebral artery,LP222058-2,RID774
View,LP222059-0,RID43399
Finger,LP222072-3,RID2391
Finger.second,LP222073-1,RID2394
Finger.third,LP222074-9,RID2396
Finger.fourth,LP222075-6,RID2398
Finger.fifth,LP222076-4,RID2400
Great toe,LP222085-5,RID2993
Acetabulum,LP230195-2,RID2564
Orbit veins,LP230196-0,RID50279
Head artery,LP230197-8,RID50267
Neck artery,LP230198-6,RID50382
Optic foramen,LP230199-4,RID43693
Zygomatic arch,LP230200-0,RID28599
Lower extremity arteries,LP230201-8,RID50380
Upper extremity arteries,LP230202-6,RID50381
Ankle arteries,LP230206-7,RID50379
Tibioperoneal arteries,LP230207-5,RID49636
Spine.cervicothoracic junction,LP230288-5,RID28726
Spine.lumbosacral junction,LP230292-7,RID28734
Spine.thoracolumbar junction,LP230293-5,RID28739
Carotid artery.external,LP230313-1,RID684
Carotid artery.common,LP230314-9,RID584
Brachial artery,LP230315-6,RID865
Adrenal vein,LP230316-4,RID34819
Fallopian tube,LP230317-2,RID295
Humerus.bicipital groove,LP230318-0,RID1980
Adrenal artery,LP230319-8,RID935
Skull vertex to mid-thigh,LP231648-9,RID50162
Oral tissue,LP231766-9,RID50170
18F-FDG,LP231799-0,RID11701
Mediastinum.superior,LP231885-7,RID28742
Symphysis pubis,LP232130-7,RID2594
Olecranon,LP232131-5,RID39681
Renal calculus,LP232215-6,RID38586
Cone,LP232218-0,RID43586
Babygram,LP232449-1,RID45659
Spine vessel,LP232631-4,RID50281
Adrenal vessel,LP232634-8,RID50270
Hyperextension,LP232818-7,RID50075
Spine.cervical.odontoid,LP232819-5,RID7749
Spine.cervical.axis,LP232820-3,RID7747
Open mouth,LP232821-1,RID10451
Closed mouth,LP232822-9,RID50172
Sitting,LP232827-8,RID10452
Views 4 or 5,LP234155-2,RID50174
Defecation,LP234158-6,RID50072
Trachea,LP234164-4,RID1247
Skull base to mid-thigh.bone,LP234173-5,RID50173
Shunt,LP234177-6,RID5588
Gastrointestinal tract.upper,LP234184-2,RID29665
NM.SPECT+CT,LP234845-8,RID49583
Penis.soft tissue,LP234855-7,RID362
lateral-decubitus,LP245416-5,RID10439
L-lateral-decubitus,LP245417-3,RID10425
R-lateral-decubitus,LP245418-1,RID10424
Mayer,LP245419-9,RID43653
supine,LP245420-7,RID45779
Ventilation,LP248196-0,RID45647
Perfusion,LP248197-8,RID28948
Patency of biliary structures,LP248198-6,RID50263
Shunt patency,LP248199-4,RID45642
PA upright,LP248201-8,RID43594
Oblique upright,LP248202-6,RID50386
Arthritis,LP248203-4,RID3553
Bone age,LP248204-2,RID39030
10M post,LP248205-9,RID50265
Dilation,LP248507-8,RID49772
Endoscopy,LP248508-6,RID45710
Denervation,LP248509-4,RID50240
Gastrostomy,LP248512-8,RID1634
Central venous catheter,LP248513-6,RID5578
Stent,LP248514-4,RID5598
Reposition,LP248515-1,RID50359
Calculus,LP248522-7,RID4994
Decompression tube,LP248594-6,RID5561
Thrombectomy,LP248596-1,RID10412
Central venous catheter with port or pump,LP248602-7,RID50242
Central venous catheter without port or pump,LP248603-5,RID50241
Via fistula,LP248690-2,RID50252
Chain,LP248695-1,RID50244
Post fatty meal,LP248698-5,RID49476
Antegrade,LP248699-3,RID13047
EP,LP248702-5,RID11100
Intra vas deferens,LP248703-3,RID50253
Intra corpus cavernosum,LP248704-1,RID11123
Intra lacrimal duct,LP248707-4,RID50254
Intra larynx,LP248709-0,RID50255
Intra pleural space,LP248710-8,RID11144
Intra stent,LP248711-6,RID50256
Retrograde,LP248753-8,RID13046
Vasoconstrictor infusion,LP248904-7,RID50282
Venous filter,LP248906-2,RID5552
1.5H post,LP248916-1,RID50245
15M post,LP248917-9,RID50246
1H post,LP248919-5,RID50247
2H post,LP248921-1,RID50248
30M post,LP248923-7,RID50249
45M post,LP248925-2,RID50250
48H post,LP248926-0,RID50251
Retrograde intrabiliary,LP249030-0,RID50259
Pancreatic artery,LP249104-3,RID35951
Celiac artery,LP249105-0,RID906
Superior mesenteric vein,LP249106-8,RID1212
Splenic vein,LP249107-6,RID1209
Pelvis arteries,LP249108-4,RID50276
Uterine artery,LP249109-2,RID955
Gastric artery,LP249110-0,RID908
Urinary bladder arteries,LP249111-8,RID50277
Spine.lumbar facet joint,LP249171-2,RID7901
Jejunum,LP249172-0,RID148
Duodenum,LP249173-8,RID134
Peritoneum,LP249174-6,RID410
Submandibular gland,LP249175-3,RID9968
Tube,LP249176-1,RID5555
Thymus gland,LP249177-9,RID1430
Fistula,LP249178-7,RID4843
Internal thoracic artery,LP249180-3,RID823
Vas deferens,LP249181-1,RID358
Abdominal lymphatic vessels,LP249183-7,RID31305
Pelvic lymphatic vessels,LP249184-5,RID50274
Inferior mesenteric vein,LP249185-2,RID1211
Gastroduodenal artery,LP249187-8,RID910
Spine.thoracic facet joint,LP249188-6,RID7901
Spine.cervical facet joint,LP249189-4,RID34563
Renal vessel,LP249190-2,RID50266
Renal arteries,LP249191-0,RID49729
Abdominal arteries,LP249192-8,RID50393
Splenic artery,LP249193-6,RID921
Mesenteric artery,LP249195-1,RID50284
Stent,LP249196-9,RID5598
Spine epidural space,LP249197-7,RID7111
Spinal cavity,LP249198-5,RID6135
Spine.lumbar space,LP249199-3,RID7119
Catheter,LP249200-9,RID5576
Superior mesenteric artery,LP249240-5,RID927
Inferior mesenteric artery,LP249241-3,RID939
Cerebral artery,LP249243-9,RID50283
Peripheral nerve,LP249244-7,RID7195
Thoracic artery,LP249245-4,RID50285
Extremity lymphatic vessels,LP249246-2,RID50275
Internal pudendal artery,LP249249-6,RID954
Internal maxillary artery,LP249250-4,RID734
Peripheral artery,LP249251-2,RID50272
Spinal artery,LP249252-0,RID50273
Intrahepatic portal system,LP249253-8,RID38279
Prosthesis,LP249255-3,RID28823
Hemodynamics,LP249281-9,RID49657
Renin sampling,LP249282-7,RID50264
Transluminal angioplasty,LP249285-0,RID49757
Transjugular intrahepatic portosystemic shunt,LP249286-8,RID1595
Diagnostic,LP249287-6,RID39446
Magnification,LP249289-2,RID28651
Percutaneous transhepatic,LP249307-2,RID50258
Percutaneous intraperitoneal,LP249308-0,RID50257
Intra lymphatic,LP249327-0,RID11136
Spine.lumbar epidural space,LP249562-2,RID20052
Spine.thoracic epidural space,LP249563-0,RID20051
Carotid artery.cervical,LP249565-5,RID586
Hepatic veins,LP249567-1,RID50377
Peripheral arteries,LP249568-9,RID49963
Vertebral vessels,LP249569-7,RID50280
Subclavian vein,LP249570-5,RID1013
Cerebral artery internal,LP249574-7,RID35904
Carotid artery.internal,LP249576-2,RID585
Carotid artery.extracranial,LP249577-0,RID35846
Carotid artery.intracranial,LP249578-8,RID605
Two vessels,LP249580-4,RID39545
Three vessels,LP249581-2,RID39545
Femoral vessel,LP249582-0,RID50269
Extremity vessel,LP249583-8,RID50271
Procedure,LP249588-7,RID1559
Stereotactic,LP249730-5,RID50260
Displacement,LP249733-9,RID10509
Cyst,LP249802-2,RID3890
